rank,pattern,area_ha,pct_nca,n_districts,n_upazilas,n_crops,fallow_slots,has_rice,has_legume,rabi,kharif1,kharif2,extra,source
261,Vegetable−Boro−Aus−T. Aman,820,0.01,4,5,4,0,True,False,Vegetable,Boro,Aus,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
262,Vegetable−Boro−Jute,800,0.009,2,3,3,0,True,False,Vegetable,Boro,Jute,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
263,Potato+Sweetgourd−Aus−T. Aman,780,0.009,3,5,3,0,True,False,Potato+Sweetgourd,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
264,Wheat−Sesame−Blackgram(Orchard),760,0.009,3,3,3,0,False,True,Wheat,Sesame,Blackgram(Orchard),,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
265,Sweet Potato−B.Aman,740,0.009,6,6,2,0,True,False,Sweet Potato,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
266,Mustard−Boro−Sesbania,700,0.008,2,2,3,0,True,False,Mustard,Boro,Sesbania,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
267,Potato−Boro−Vegetable,700,0.008,4,4,3,0,True,False,Potato,Boro,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
268,Soybean−Aus−Fallow,700,0.008,1,1,2,1,True,True,Soybean,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
269,Sweet Potato−Jute−T. Aman,675,0.008,10,13,3,0,True,False,Sweet Potato,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
270,Maize−Groundnut,620,0.007,1,1,2,0,False,True,Maize,Groundnut,Groundnut,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
271,Millet(Cheena)−Jute−Fallow,620,0.007,2,2,2,1,False,False,Millet(Cheena),Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
272,Sesame+B.Aman−Blackgram,600,0.007,1,1,2,0,True,True,Sesame+B.Aman,Blackgram,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
273,Tobacco−Maize−Vegetable,600,0.007,1,1,3,0,False,False,Tobacco,Maize,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
274,Tobacco−Sesbania,600,0.007,1,1,2,0,False,False,Tobacco,Sesbania,Sesbania,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
275,Wheat−Aus−Cotton,600,0.007,1,1,3,0,True,False,Wheat,Aus,Cotton,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
276,Groundnut−Sesame−Fallow,590,0.007,4,5,2,1,False,True,Groundnut,Sesame,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
277,Potato−Boro−Jute,590,0.007,2,2,3,0,True,False,Potato,Boro,Jute,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
278,Wheat−Ginger/Turmeric,580,0.007,2,2,2,0,False,False,Wheat,Ginger/Turmeric,Ginger/Turmeric,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
279,Sweet Potato−Vegetable−Fallow,540,0.006,5,9,2,1,False,False,Sweet Potato,Vegetable,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
280,Water Melon−B.Aman,535,0.006,3,3,2,0,True,False,Water Melon,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
281,Garlic−Fallow−Fallow,530,0.006,10,14,1,2,False,False,Garlic,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
282,Onion−Maize−Fallow,520,0.006,4,4,2,1,False,False,Onion,Maize,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
283,Potato−Onion−T. Aman,510,0.006,2,2,3,0,True,False,Potato,Onion,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
284,Felon−Aus−Fallow,470,0.005,2,3,2,1,True,True,Felon,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
285,Grasspea−Mungbean−T. Aman,440,0.005,5,5,3,0,True,True,Grasspea,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
286,Boro−Maize−Fallow,410,0.005,2,2,2,1,True,False,Boro,Maize,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
287,Potato+Maize−B.Aman,410,0.005,2,3,2,0,True,False,Potato+Maize,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
288,Felon−Fallow−Fallow,380,0.004,3,4,1,2,False,True,Felon,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
289,Groundnut−Millet(Kaon)−Fallow,380,0.004,2,2,2,1,False,True,Groundnut,Millet(Kaon),Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
290,Chickpea−Aus−T. Aman,375,0.004,5,7,3,0,True,True,Chickpea,Aus,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
291,Potato−Sesame−Aus,360,0.004,4,4,3,0,True,False,Potato,Sesame,Aus,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
292,Boro−Chilli−Fallow,350,0.004,1,1,2,1,True,False,Boro,Chilli,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
293,Boro−Maize−Blackgram,350,0.004,1,1,3,0,True,True,Boro,Maize,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
294,Sesame−B.Aman,330,0.004,2,2,2,0,True,False,Sesame,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
295,Garlic+Muskmelon−B.Aman,320,0.004,1,2,2,0,True,False,Garlic+Muskmelon,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
296,Garlic+WaterMelon−B.Aman,320,0.004,1,2,2,0,True,False,Garlic+WaterMelon,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
297,Mungbean−Jute−Fallow,300,0.004,6,8,2,1,False,True,Mungbean,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
298,Sesame−Jute−T. Aman,290,0.003,2,2,3,0,True,False,Sesame,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
299,Chickpea−Jute−T. Aman,270,0.003,7,11,3,0,True,True,Chickpea,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
300,Grasspea−Aus−Blackgram,250,0.003,1,1,3,0,True,True,Grasspea,Aus,Blackgram,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
301,Musk Melon−B.Aman,215,0.003,2,5,2,0,True,False,Musk Melon,B.Aman,B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
302,Potato+Maize−Vegetable−T. Aman,210,0.002,2,2,3,0,True,False,Potato+Maize,Vegetable,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
303,Mustard−Maize−Jute,200,0.002,1,1,3,0,False,False,Mustard,Maize,Jute,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
304,Vegetab−Onion−Jute−T. Aman,200,0.002,1,1,4,0,True,False,Vegetab,Onion,Jute,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
305,Mungbean−Jute−T. Aman,180,0.002,9,11,3,0,True,True,Mungbean,Jute,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
306,Soybean−Jute−Fallow,140,0.002,2,2,2,1,False,True,Soybean,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
307,Sunflower−Jute−Fallow,135,0.002,3,3,2,1,False,False,Sunflower,Jute,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
308,Mungbean−B.Aus+B.Aman,130,0.002,4,4,2,0,True,True,Mungbean,B.Aus+B.Aman,B.Aus+B.Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
309,Musk Melon−Fallow−Fallow,125,0.001,5,5,1,2,False,False,Musk Melon,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
310,Lentil−Mungbean−Jute−T. Aman,100,0.001,1,1,4,0,True,True,Lentil,Mungbean,Jute,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
311,Mustard−Mungbean−Aus−T. Aman,100,0.001,1,1,4,0,True,True,Mustard,Mungbean,Aus,T. Aman,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
312,Potato+S. gourd−M.bean−T. Aman,80,0.001,1,1,3,0,True,False,Potato+S. gourd,M.bean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
313,Tobacco−Mungbean−T. Aman,50,0.001,1,1,3,0,True,True,Tobacco,Mungbean,T. Aman,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
314,Tobacco−Mungbean−Vegetable,40,0.0,1,1,3,0,False,True,Tobacco,Mungbean,Vegetable,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
315,Mungbean−Aus−Fallow,20,0.0,1,1,2,1,True,True,Mungbean,Aus,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
316,Barley−Fallow−Fallow,15,0.0,1,2,1,2,False,False,Barley,Fallow,Fallow,,"Nasim et al. 2017, Bangladesh Rice Journal 21(2):1-55, doi:10.3329/brj.v21i2.38195"
