region,upazila,n_patterns,n_crops,pattern_diversity_index,crop_diversity_index,cropping_intensity_pct,source,adm3_name,district,lat,lon
Faridpur,Kalukhali,16,13,0.885,0.943,231,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,Pangsa,12,12,0.852,0.928,244,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Pangsha,Rajbari,23.7878,89.3869
Faridpur,Rajbari sadar,18,15,0.928,0.971,229,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajbari Sadar,Rajbari,23.7175,89.6542
Faridpur,Bhedarganj,33,21,0.935,0.97,191,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhedarganj,Shariatpur,23.2114,90.51
Faridpur,Damudya,22,17,0.689,0.871,163,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Damudya,Shariatpur,23.1368,90.4217
Faridpur,Goshairhat,22,13,0.843,0.938,175,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gosairhat,Shariatpur,23.0796,90.447
Faridpur,Naria,22,13,0.783,0.902,156,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Naria,Shariatpur,23.3046,90.4273
Faridpur,Shariatpur sadar,30,22,0.851,0.93,168,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shariatpur Sadar,Shariatpur,23.2161,90.3159
Faridpur,Janjira,42,21,0.949,0.974,199,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Zanjira,Shariatpur,23.3655,90.3183
Chittagong Hill Tracts,Alikadam,9,7,0.93,0.95,144,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Alikadam,Bandarban,21.6001,92.3846
Chittagong Hill Tracts,Bandarb. sadar,22,16,0.89,0.92,142,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Bandarban Sadar,Bandarban,22.1711,92.2182
Chittagong Hill Tracts,Lama,30,15,0.94,0.96,154,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Lama,Bandarban,21.8181,92.2076
Chittagong Hill Tracts,Naikhongchhari,10,8,0.86,0.91,161,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Naikhongchhari,Cox's Bazar,21.469,92.2287
Chittagong Hill Tracts,Rowangchhari,24,14,0.99,0.99,135,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rowangchhari,Bandarban,22.2091,92.3397
Chittagong Hill Tracts,Ruma,8,7,0.92,0.92,100,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Ruma,Bandarban,22.0126,92.4294
Chittagong Hill Tracts,Thanchi,15,15,0.85,0.76,106,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Thanchi,Bandarban,21.6372,92.531
Chittagong Hill Tracts,Dighinala,28,20,0.89,0.92,143,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Dighinala,Khagrachhari,23.3994,92.0498
Chittagong Hill Tracts,Khagra. sadar,25,16,0.89,0.92,160,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Magura Sadar,Magura,23.4519,89.4131
Chittagong Hill Tracts,Lakshmichhari,12,9,0.89,0.92,142,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Lakshmichhari,Khagrachhari,22.7849,91.929
Chittagong Hill Tracts,Mohalchhari,18,13,0.9,0.94,150,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Mahalchhari,Khagrachhari,22.9515,92.0232
Chittagong Hill Tracts,Manikchhari,13,9,0.85,0.91,164,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Manikchhari,Khagrachhari,22.8412,91.8191
Chittagong Hill Tracts,Matiranga,20,13,0.88,0.92,145,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Matiranga,Khagrachhari,23.1044,91.8548
Chittagong Hill Tracts,Panchhari,23,17,0.82,0.87,164,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Panchhari,Khagrachhari,23.3197,91.9101
Chittagong Hill Tracts,Ramgarh,12,8,0.9,0.93,152,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Ramgarh,Khagrachhari,22.935,91.831
Chittagong Hill Tracts,Baghaichhari,13,10,0.86,0.92,145,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Baghai Chhari,Rangamati,23.3731,92.2294
Chittagong Hill Tracts,Barkal,15,11,0.96,0.96,112,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Barkal,Rangamati,22.8454,92.3447
Chittagong Hill Tracts,Belaichhari,9,7,0.81,0.82,102,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Belai Chhari,Rangamati,22.3028,92.4852
Chittagong Hill Tracts,Juraichhari,12,9,0.9,0.91,112,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Jurai Chhari,Rangamati,22.6309,92.4225
Chittagong Hill Tracts,Kaptai,9,8,0.95,0.96,133,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Kaptai,Rangamati,22.4599,92.1934
Chittagong Hill Tracts,Kawkhali,12,9,0.94,0.94,125,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Kawkhali,Pirojpur,22.6067,90.0585
Chittagong Hill Tracts,Langadu,16,12,0.94,0.96,134,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Langadu,Rangamati,22.9505,92.2089
Chittagong Hill Tracts,Nannerchar,18,16,0.9,0.91,132,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Naniarchar,Rangamati,22.8217,92.0694
Chittagong Hill Tracts,Rajasthali,9,7,0.93,0.95,140,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rajasthali,Rangamati,22.3785,92.2416
Chittagong Hill Tracts,Rangam. sadar,14,11,0.96,0.96,115,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rangamati Sadar,Rangamati,22.6365,92.199
Jessore,Jessore sadar,57,16,0.679,0.863,233,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",,,,
Jessore,Keshabpur,22,18,0.8,0.921,188,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Keshabpur,Jessore,22.8801,89.2318
Jessore,Manirampur,24,14,0.792,0.923,242,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Manirampur,Jessore,23.0062,89.2202
Jessore,Abhaynagar,20,16,0.685,0.871,168,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Abhaynagar,Jessore,23.0177,89.4204
Jessore,Jhikargachha,30,20,0.797,0.925,235,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jhikargachha,Jessore,23.0688,89.0542
Jessore,Sarsha,19,18,0.723,0.903,241,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Sharsha,Jessore,23.0449,88.9407
Jessore,Bagherpara,27,22,0.695,0.889,235,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Bagher Para,Jessore,23.2424,89.3355
Jessore,Chougachha,22,18,0.747,0.903,223,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Chaugachha,Jessore,23.2634,89.0218
Jessore,Kushtia sadar,58,18,0.818,0.946,232,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kushtia Sadar,Kushtia,23.8223,89.0896
Jessore,Mirpur,58,24,0.9,0.963,264,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mirpur,Dhaka,23.7942,90.3618
Jessore,Kumarkhali,58,23,0.928,0.973,231,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kumarkhali,Kushtia,23.8567,89.2096
Jessore,Khoksa,20,20,0.887,0.97,240,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Khoksa,Kushtia,23.8089,89.2998
Jessore,Daulatpur,46,23,0.954,0.981,236,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Daulatpur,Manikganj,23.9558,89.7977
Jessore,Bheramara,29,19,0.938,0.978,226,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Bheramara,Kushtia,24.0568,88.9815
Jessore,Magura sadar,33,23,0.83,0.939,250,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Magura Sadar,Magura,23.4519,89.4131
Jessore,Sreepur,17,16,0.858,0.948,271,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Sreepur,Gazipur,24.2052,90.4431
Jessore,Shalikha,22,16,0.749,0.911,246,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Shalikha,Magura,23.3481,89.3585
Jessore,Mohammadpur,30,18,0.906,0.96,241,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mohammadpur,Dhaka,23.7586,90.3565
Jessore,Meherpur sadar,23,17,0.892,0.961,241,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Meherpur Sadar,Meherpur,23.7661,88.6611
Jessore,Gangni,25,14,0.925,0.972,244,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Gangni,Meherpur,23.8576,88.771
Jessore,Mujibnagar,19,13,0.902,0.962,218,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Mujib Nagar,Meherpur,23.6683,88.6213
Jessore,Narail sadar,15,14,0.661,0.852,198,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Narail Sadar,Narail,23.1546,89.4948
Jessore,Lohagara,19,16,0.906,0.959,224,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Lohagara,Chittagong,21.9862,92.111
Jessore,Kalia,22,13,0.83,0.924,209,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kalia,Narail,23.028,89.644
Jessore,Jhenaidaha sadar,19,17,0.649,0.876,227,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jhenaidah Sadar,Jhenaidah,23.5165,89.1577
Jessore,Shailkupa,14,16,0.842,0.947,239,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Shailkupa,Jhenaidah,23.6634,89.2422
Jessore,Kotchandpur,22,12,0.794,0.917,205,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kotchandpur,Jhenaidah,23.4479,88.9987
Jessore,Moheshpur,33,22,0.857,0.942,217,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Maheshpur,Jhenaidah,23.3197,88.8578
Jessore,Harinakundu,25,17,0.71,0.903,207,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Harinakunda,Jhenaidah,23.6428,89.0766
Jessore,Kaliganj,26,18,0.712,0.902,227,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Kaliganj,Gazipur,23.9642,90.5549
Jessore,Chuadnga sadar,22,19,0.849,0.938,216,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Chuadanga Sadar,Chuadanga,23.5886,88.8846
Jessore,Alamdanga,24,18,0.855,0.939,208,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Alamdanga,Chuadanga,23.7293,88.9081
Jessore,Jibannagar,12,14,0.767,0.922,255,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Jiban Nagar,Chuadanga,23.4411,88.8491
Jessore,Damurhuda,11,13,0.775,0.914,232,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Crops and Cropping Systems in Jessore Region', doi:10.3329/brj.v21i2.38206",Damurhuda,Chuadanga,23.5931,88.7404
Khulna,Bagerhat sadar,16,13,0.81,0.89,171,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Bagerhat Sadar,Bagerhat,22.6775,89.7632
Khulna,Chitalmari,17,16,0.66,0.83,200,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Chitalmari,Bagerhat,22.8123,89.8653
Khulna,Fakirhat,17,15,0.76,0.87,167,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Fakirhat,Bagerhat,22.7425,89.6657
Khulna,Kachua,21,18,0.86,0.92,185,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Kachua,Chandpur,23.3627,90.8817
Khulna,Mollahat,20,17,0.86,0.93,176,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Mollahat,Bagerhat,22.8827,89.7733
Khulna,Mongla,5,5,0.43,0.48,103,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Mongla,Bagerhat,22.3313,89.6749
Khulna,Morrelganj,18,16,0.53,0.73,132,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Morrelganj,Bagerhat,22.4838,89.8336
Khulna,Rampal,8,8,0.7,0.81,135,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Rampal,Bagerhat,22.5914,89.6522
Khulna,Sarankhola,12,10,0.67,0.82,166,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Sarankhola,Bagerhat,22.2253,89.8144
Khulna,Dacope,11,8,0.26,0.42,114,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Dacope,Khulna,22.3889,89.5185
Khulna,Dighalia,17,12,0.84,0.9,177,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Dighalia,Khulna,22.9252,89.5601
Khulna,Dumuria,22,17,0.67,0.91,169,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Dumuria,Khulna,22.8054,89.398
Khulna,Phultala,14,12,0.73,0.86,192,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Phultala,Khulna,22.9565,89.4419
Khulna,Koyra,11,10,0.51,0.71,133,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Koyra,Khulna,22.3377,89.3466
Khulna,Paikgachha,12,9,0.7,0.83,181,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Paikgachha,Khulna,22.5906,89.3403
Khulna,Rupsha,10,9,0.71,0.83,175,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Rupsa,Khulna,22.8203,89.6364
Khulna,Terokhada,12,10,0.81,0.85,157,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Terokhada,Khulna,22.9126,89.6543
Khulna,Assasuni,18,12,0.63,0.79,169,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Assasuni,Satkhira,22.5192,89.1874
Khulna,Debhata,15,10,0.79,0.91,219,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Debhata,Satkhira,22.5972,89.0153
Khulna,Kalaroa,26,19,0.81,0.92,224,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Kalaroa,Satkhira,22.8807,89.0303
Khulna,Kaliganj,15,9,0.81,0.91,179,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Kaliganj,Gazipur,23.9642,90.5549
Khulna,Satkhira sadar,21,15,0.67,0.86,221,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Satkhira Sadar,Satkhira,22.721,89.0386
Khulna,Shyamnagar,13,11,0.51,0.71,133,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Shyamnagar,Satkhira,22.2236,89.1612
Khulna,Tala,24,17,0.88,0.95,198,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Systems and their Diversity in Khulna Region', doi:10.3329/brj.v21i2.38207",Tala,Satkhira,22.7401,89.2105
Mymensingh,Baksiganj,29,17,0.806,0.923,235,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Bakshiganj,Jamalpur,25.2149,89.8527
Mymensingh,Dewanganj,17,13,0.847,0.933,222,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Dewanganj,Jamalpur,25.2636,89.7659
Mymensingh,Islampur,21,16,0.817,0.913,208,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Islampur,Jamalpur,25.0752,89.7613
Mymensingh,Jamalpur sadar,25,19,0.554,0.795,211,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Jamalpur Sadar,Jamalpur,24.8442,90.0125
Mymensingh,Madarganj,22,18,0.789,0.915,242,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Madarganj,Jamalpur,24.8819,89.7408
Mymensingh,Melandaha,21,14,0.68,0.863,222,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Melandaha,Jamalpur,24.9574,89.8247
Mymensingh,Sarishabari,25,18,0.779,0.899,216,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Sarishabari,Jamalpur,24.7186,89.8304
Mymensingh,Astogram,22,14,0.191,0.271,106,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Austagram,Kishoreganj,24.323,91.1215
Mymensingh,Bajitpur,16,13,0.722,0.848,170,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Bajitpur,Kishoreganj,24.2245,90.9512
Mymensingh,Bhairab,14,12,0.837,0.92,189,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Bhairab,Kishoreganj,24.0974,90.9816
Mymensingh,Hossainpur,28,14,0.733,0.876,249,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Hossainpur,Kishoreganj,24.4488,90.6628
Mymensingh,Itna,14,13,0.206,0.216,101,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Itna,Kishoreganj,24.5491,91.0826
Mymensingh,Karimganj,22,18,0.788,0.906,209,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Karimganj,Kishoreganj,24.4513,90.896
Mymensingh,Kishoreganj sadar,18,17,0.814,0.911,227,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Kishoreganj Sadar,Kishoreganj,24.4238,90.7833
Mymensingh,Katiadi,22,19,0.686,0.849,205,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Katiadi,Kishoreganj,24.2911,90.824
Mymensingh,Kuliarchar,25,14,0.728,0.859,194,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Kuliar Char,Kishoreganj,24.152,90.8881
Mymensingh,Mithamoin,14,13,0.103,0.111,101,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Mithamain,Kishoreganj,24.433,91.1107
Mymensingh,Nikli,15,13,0.287,0.391,109,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Nikli,Kishoreganj,24.3368,90.9631
Mymensingh,Pakundia,30,17,0.763,0.902,231,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Pakundia,Kishoreganj,24.3206,90.6926
Mymensingh,Tarail,17,15,0.693,0.809,140,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Tarail,Kishoreganj,24.5503,90.8908
Mymensingh,Bhaluka,17,14,0.463,0.693,188,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Bhaluka,Mymensingh,24.3817,90.3535
Mymensingh,Dhubaura,20,13,0.555,0.745,187,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Dhobaura,Mymensingh,25.1012,90.5249
Mymensingh,Phulbaria,21,16,0.692,0.84,197,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Phulbari,Kurigram,25.9481,89.5713
Mymensingh,Phulpur,29,17,0.311,0.679,209,"Bangladesh Rice Journal 21(2) 2017, 'Cropping Patterns in Mymensingh Region: Diversity, Constraint and Potential', doi:10.3329/brj.v21i2.38208",Phulpur,Mymensingh,24.9085,90.4064
