region,rank_in_region,pattern,upazila,area_ha,pct_upazila_nca,pct_of_pattern_in_region,source,adm3_name,district,lat,lon
Faridpur,2,Boro-B. Aman,Alfadanga,700.0,7.41,2.06,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Alfadanga,Faridpur,23.2968,89.6699
Faridpur,2,Boro-B. Aman,Damudya,400.0,5.88,1.17,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Damudya,Shariatpur,23.1368,90.4217
Faridpur,2,Boro-B. Aman,Goshairhat,400.0,3.32,1.17,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gosairhat,Shariatpur,23.0796,90.447
Faridpur,2,Boro-B. Aman,Madhukhali,280.0,1.99,0.82,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,2,Boro-B. Aman,Saltha,200.0,1.59,0.59,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,2,Boro-B. Aman,Kalukhali,200.0,1.65,0.59,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,2,Boro-B. Aman,Tungipara,80.0,0.75,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Tungi Para,Gopalganj,22.9256,89.9045
Faridpur,2,Boro-B. Aman,Boalmari,50.0,0.24,0.15,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Boalmari,Faridpur,23.4045,89.6971
Faridpur,3,Wheat-Jute-T. Aman,Pangsa,5200.0,31.71,15.74,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Pangsha,Rajbari,23.7878,89.3869
Faridpur,3,Wheat-Jute-T. Aman,Faridpur,4000.0,17.09,12.1,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Faridpur,Pabna,24.1606,89.4488
Faridpur,3,Wheat-Jute-T. Aman,Boalmari,3300.0,16.02,9.99,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Boalmari,Faridpur,23.4045,89.6971
Faridpur,3,Wheat-Jute-T. Aman,Sadarpur,3000.0,16.17,9.08,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Sadarpur,Faridpur,23.4959,90.0526
Faridpur,3,Wheat-Jute-T. Aman,Bhanga,2500.0,17.61,7.57,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhanga,Faridpur,23.3867,90.0098
Faridpur,3,Wheat-Jute-T. Aman,Nagarkanda,2000.0,14.93,6.05,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Nagarkanda,Faridpur,23.4373,89.8944
Faridpur,3,Wheat-Jute-T. Aman,Rajbari,2000.0,9.57,6.05,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajbari Sadar,Rajbari,23.7175,89.6542
Faridpur,3,Wheat-Jute-T. Aman,Madhukhli,1900.0,13.48,5.75,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,3,Wheat-Jute-T. Aman,Baliakandi,1600.0,10.6,4.84,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Balia Kandi,Rajbari,23.6497,89.5507
Faridpur,3,Wheat-Jute-T. Aman,Kalukhali,1400.0,11.57,4.24,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,3,Wheat-Jute-T. Aman,Alfadanga,900.0,9.52,2.72,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Alfadanga,Faridpur,23.2968,89.6699
Faridpur,3,Wheat-Jute-T. Aman,Muksudpur,800.0,3.46,2.42,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Muksudpur,Gopalganj,23.2667,89.9144
Faridpur,3,Wheat-Jute-T. Aman,Shibchar,700.0,2.99,2.12,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shib Char,Madaripur,23.3754,90.1742
Faridpur,3,Wheat-Jute-T. Aman,Goalanda,600.0,6.59,1.82,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Goalandaghat,Rajbari,23.7564,89.7661
Faridpur,3,Wheat-Jute-T. Aman,Madaripur,500.0,2.34,1.51,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madaripur Sadar,Madaripur,23.1938,90.175
Faridpur,3,Wheat-Jute-T. Aman,Saltha,400.0,3.17,1.21,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,3,Wheat-Jute-T. Aman,Naria,350.0,2.73,1.06,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Naria,Shariatpur,23.3046,90.4273
Faridpur,3,Wheat-Jute-T. Aman,Gopalganj,300.0,1.03,0.91,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gopalganj Sadar,Gopalganj,23.0604,89.8489
Faridpur,3,Wheat-Jute-T. Aman,Kasiani,300.0,1.45,0.91,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kashiani,Gopalganj,23.1907,89.7963
Faridpur,3,Wheat-Jute-T. Aman,Bhedarganj,250.0,1.39,0.76,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhedarganj,Shariatpur,23.2114,90.51
Faridpur,3,Wheat-Jute-T. Aman,Tungipara,230.0,2.16,0.7,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Tungi Para,Gopalganj,22.9256,89.9045
Faridpur,3,Wheat-Jute-T. Aman,Damudya,220.0,3.24,0.67,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Damudya,Shariatpur,23.1368,90.4217
Faridpur,3,Wheat-Jute-T. Aman,Goshairhat,220.0,1.83,0.67,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Gosairhat,Shariatpur,23.0796,90.447
Faridpur,3,Wheat-Jute-T. Aman,Kalkini,200.0,1.0,0.61,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalkini,Madaripur,23.0709,90.2481
Faridpur,3,Wheat-Jute-T. Aman,Shariatpur,100.0,0.78,0.3,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shariatpur Sadar,Shariatpur,23.2161,90.3159
Faridpur,3,Wheat-Jute-T. Aman,Janjira,75.0,0.53,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Zanjira,Shariatpur,23.3655,90.3183
Faridpur,4,Onion-Jute-Fallow,Nagarkanda,5800.0,43.28,22.34,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Nagarkanda,Faridpur,23.4373,89.8944
Faridpur,4,Onion-Jute-Fallow,Boalmari,5350.0,25.97,20.61,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Boalmari,Faridpur,23.4045,89.6971
Faridpur,4,Onion-Jute-Fallow,Saltha,2300.0,18.25,8.86,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,4,Onion-Jute-Fallow,Kalukhali,1800.0,14.88,6.93,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,4,Onion-Jute-Fallow,Faridpur,1500.0,6.41,5.78,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Faridpur,Pabna,24.1606,89.4488
Faridpur,4,Onion-Jute-Fallow,Baliakandi,1500.0,9.93,5.78,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Balia Kandi,Rajbari,23.6497,89.5507
Faridpur,4,Onion-Jute-Fallow,Sadarpur,1300.0,7.01,5.01,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Sadarpur,Faridpur,23.4959,90.0526
Faridpur,4,Onion-Jute-Fallow,Janjira,1080.0,7.61,4.16,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Zanjira,Shariatpur,23.3655,90.3183
Faridpur,4,Onion-Jute-Fallow,Goalanda,850.0,9.34,3.27,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Goalandaghat,Rajbari,23.7564,89.7661
Faridpur,4,Onion-Jute-Fallow,Bhanga,800.0,5.63,3.08,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhanga,Faridpur,23.3867,90.0098
Faridpur,4,Onion-Jute-Fallow,Shibchar,800.0,3.42,3.08,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shib Char,Madaripur,23.3754,90.1742
Faridpur,4,Onion-Jute-Fallow,Rajbari,550.0,2.63,2.12,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajbari Sadar,Rajbari,23.7175,89.6542
Faridpur,4,Onion-Jute-Fallow,Kasiani,500.0,2.42,1.93,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kashiani,Gopalganj,23.1907,89.7963
Faridpur,4,Onion-Jute-Fallow,Alfadanga,470.0,4.97,1.81,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Alfadanga,Faridpur,23.2968,89.6699
Faridpur,4,Onion-Jute-Fallow,Muksudpur,400.0,1.73,1.54,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Muksudpur,Gopalganj,23.2667,89.9144
Faridpur,4,Onion-Jute-Fallow,Charbhadrasan,250.0,3.09,0.96,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Char Bhadrasan,Faridpur,23.5926,89.978
Faridpur,4,Onion-Jute-Fallow,Tungipara,200.0,1.88,0.77,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Tungi Para,Gopalganj,22.9256,89.9045
Faridpur,4,Onion-Jute-Fallow,Kalkini,120.0,0.6,0.46,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalkini,Madaripur,23.0709,90.2481
Faridpur,4,Onion-Jute-Fallow,Madaripur,100.0,0.47,0.39,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madaripur Sadar,Madaripur,23.1938,90.175
Faridpur,4,Onion-Jute-Fallow,Bhedarganj,100.0,0.56,0.39,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhedarganj,Shariatpur,23.2114,90.51
Faridpur,4,Onion-Jute-Fallow,Shariatpur,70.0,0.54,0.27,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shariatpur Sadar,Shariatpur,23.2161,90.3159
Faridpur,4,Onion-Jute-Fallow,Madhukhali,60.0,0.43,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,4,Onion-Jute-Fallow,Rajoir,60.0,0.34,0.23,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajoir,Madaripur,23.2013,90.037
Faridpur,4,Onion-Jute-Fallow,Faridpur region,25960.0,5.29,100.0,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",,,,
Faridpur,5,Onion-Jute-T. Aman,Saltha,7000.0,55.56,28.56,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Saltha,Faridpur,23.42,89.7997
Faridpur,5,Onion-Jute-T. Aman,Pangsa,3400.0,20.73,13.87,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Pangsha,Rajbari,23.7878,89.3869
Faridpur,5,Onion-Jute-T. Aman,Baliakandi,2800.0,18.54,11.42,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Balia Kandi,Rajbari,23.6497,89.5507
Faridpur,5,Onion-Jute-T. Aman,Kalukhali,2800.0,23.14,11.42,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Kalukhali,Rajbari,23.741,89.4743
Faridpur,5,Onion-Jute-T. Aman,Madhukhali,2000.0,14.18,8.16,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Madhukhali,Faridpur,23.5409,89.612
Faridpur,5,Onion-Jute-T. Aman,Shibchar,1800.0,7.69,7.34,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Shib Char,Madaripur,23.3754,90.1742
Faridpur,5,Onion-Jute-T. Aman,Faridpur,1000.0,4.27,4.08,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Faridpur,Pabna,24.1606,89.4488
Faridpur,5,Onion-Jute-T. Aman,Bhanga,900.0,6.34,3.67,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Bhanga,Faridpur,23.3867,90.0098
Faridpur,5,Onion-Jute-T. Aman,Sadarpur,900.0,4.85,3.67,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Sadarpur,Faridpur,23.4959,90.0526
Faridpur,5,Onion-Jute-T. Aman,Rajbari,600.0,2.87,2.45,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Rajbari Sadar,Rajbari,23.7175,89.6542
Faridpur,5,Onion-Jute-T. Aman,Nagarkanda,500.0,3.73,2.04,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Nagarkanda,Faridpur,23.4373,89.8944
Faridpur,5,Onion-Jute-T. Aman,Muksudpur,400.0,1.73,1.63,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Muksudpur,Gopalganj,23.2667,89.9144
Faridpur,5,Onion-Jute-T. Aman,Naria,360.0,2.81,1.47,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Naria,Shariatpur,23.3046,90.4273
Faridpur,5,Onion-Jute-T. Aman,Damudya,50.0,0.74,0.2,"Bangladesh Rice Journal 21(2) 2017, 'Diversity of Cropping Patterns and Land Use Practices in Faridpur Region', doi:10.3329/brj.v21i2.38203",Damudya,Shariatpur,23.1368,90.4217
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Naikhongchhari,2000.0,31.25,10.31,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Naikhongchhari,Cox's Bazar,21.469,92.2287
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Nannerchar,1630.0,35.05,8.4,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Naniarchar,Rangamati,22.8217,92.0694
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Dighinala,1500.0,25.64,7.73,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Dighinala,Khagrachhari,23.3994,92.0498
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Khagrachhari,1500.0,36.14,7.73,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Khagrachhari Sadar,Khagrachhari,23.1286,91.9861
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Panchchhari,1500.0,58.82,7.73,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Panchhari,Khagrachhari,23.3197,91.9101
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Matiranga,1300.0,25.24,6.7,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Matiranga,Khagrachhari,23.1044,91.8548
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Baghaichhari,1300.0,16.05,6.7,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Baghai Chhari,Rangamati,23.3731,92.2294
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Mohalchhari,1270.0,21.71,6.55,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Mahalchhari,Khagrachhari,22.9515,92.0232
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Lama,1200.0,15.48,6.19,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Lama,Bandarban,21.8181,92.2076
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Bandarban sadar,1000.0,26.67,5.15,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Bandarban Sadar,Bandarban,22.1711,92.2182
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Manikchhari,900.0,24.32,4.64,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Manikchhari,Khagrachhari,22.8412,91.8191
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Ramgarh,900.0,21.18,4.64,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Ramgarh,Khagrachhari,22.935,91.831
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Alikadam,750.0,25.42,3.87,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Alikadam,Bandarban,21.6001,92.3846
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Lakshmichhari,700.0,26.92,3.61,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Lakshmichhari,Khagrachhari,22.7849,91.929
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Kawkhali,600.0,23.53,3.09,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Kawkhali,Pirojpur,22.6067,90.0585
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Kaptai,300.0,18.75,1.55,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Kaptai,Rangamati,22.4599,92.1934
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Rajasthali,300.0,17.65,1.55,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rajasthali,Rangamati,22.3785,92.2416
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Rangamati sadar,230.0,13.53,1.19,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rangamati Sadar,Rangamati,22.6365,92.199
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Langadu,200.0,6.35,1.03,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Langadu,Rangamati,22.9505,92.2089
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Rowangchhari,190.0,15.83,0.98,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Rowangchhari,Bandarban,22.2091,92.3397
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Juraichhari,60.0,5.0,0.31,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Jurai Chhari,Rangamati,22.6309,92.4225
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Thanchi,30.0,1.15,0.15,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Thanchi,Bandarban,21.6372,92.531
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Belaichhari,30.0,1.15,0.15,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Belai Chhari,Rangamati,22.3028,92.4852
Chittagong Hill Tracts,1,Boro-Fallow-T. Aman,Barkal,10.0,0.49,0.05,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Barkal,Rangamati,22.8454,92.3447
Chittagong Hill Tracts,1,Fallow-Fallow-T. Aman,Naikhongchhari,2000.0,31.25,11.36,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Naikhongchhari,Cox's Bazar,21.469,92.2287
Chittagong Hill Tracts,1,Fallow-Fallow-T. Aman,Dighinala,2000.0,34.19,11.36,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Dighinala,Khagrachhari,23.3994,92.0498
Chittagong Hill Tracts,1,Fallow-Fallow-T. Aman,Matiranga,1700.0,33.01,9.65,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Matiranga,Khagrachhari,23.1044,91.8548
Chittagong Hill Tracts,1,Fallow-Fallow-T. Aman,Mohalchhari,1500.0,25.64,8.52,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Mahalchhari,Khagrachhari,22.9515,92.0232
Chittagong Hill Tracts,1,Fallow-Fallow-T. Aman,Lama,1300.0,16.77,7.38,"Bangladesh Rice Journal 21(2) 2017, 'Crops and Cropping Sequences in Chittagong Hill Tracts', doi:10.3329/brj.v21i2.38204",Lama,Bandarban,21.8181,92.2076
